用户id,昵称,性别,生日,所在地,学习经历,公司,注册时间,阳光信用,微博数,粉丝数,关注数,简介,主页,头像,高清头像,微博等级,会员等级,是否认证,认证类型,认证信息
3980043846,湛江发布,f,,广东,,,,,12020,41637,59,,https://m.weibo.cn/u/3980043846?uid=3980043846&luicode=10000011&lfid=1005053980043846,"https://tva2.sinaimg.cn/crop.33.2.434.434.180/ed3aa646gw1ecmc958rhej20dh0c7dh1.jpg?KID=imgbed,tva&Expires=1609048953&ssig=SlGhKF7acb",https://ww2.sinaimg.cn/orj480/ed3aa646gw1ecmc958rhej20dh0c7dh1.jpg,14,0,True,1,广东省湛江市人民政府新闻办公室
